Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
198155,B00474J2FE,A1JGO7791HF4ZE,jfm73554,0,0,5,1331596800,easier than a trip to the coast,extremely good cajun style food just like being there without the mosquitoswell worth trying out if you like this kind of food
219109,B003V1NZ8O,A28TTKY3V9VE05,Dorothy J. Klinger,1,1,5,1295308800,Better Bowls,"I use this product in making Tiramisu. I prefer using this because it is made with splenda as opposed to aspartame which is in most of the other sugar free pudding products. It has fiber,  protein and  low in fat and calories. It  makes my Tiramisu healthier and more nutritious. Finally we have a whipped cream substitute that I prefer."
530197,B003D4EWOK,A14WCFWE5G0GY9,andy,0,0,2,1351036800,NOT Traditional Blackcurrant Tea,This tea doesn't taste at all like traditional blackcurrant tea I have had in the past.  It is very fruity tasting and red in color. Disappointing.
532225,B0037M53D2,ASFCQ2K6RXEUB,Professoressa,0,0,5,1328400000,Great for Weight Loss!,"I looked up and then ordered this tea on Amazon specifically because it had been served to me at a Chinese bakery I go to, two bags per cup every morning they would give me and I noticed it helped with my weight loss. Ever since I've been hooked! Has anyone else experienced this???"
400668,B0052XN0EI,A3420Q9DDXMQP3,"L. Johnson ""business and technical writer""",0,0,5,1347235200,Pops alot!,We've tried different brands with our stovetop popper and often ended up with only half of the kernels popping. Great Northern tastes great and almost all of the kernels pop.
258044,B002HNDYZG,A3MDETK0D5UAIN,"xoxo ""woodfairy""",2,18,1,1266451200,Please! Do Throw-it-Back!,"I'm a loyal pepsi drinker and have been for over 40 years! This is some of the nastiest tasting crap I have ever ingested! Don't be fooled! It leaves an aftertaste, taste like diet coke and has no fizz. It also leaves a gritty feeling on your teeth! Believe me, it's not worth your time."
393748,B005QRPH3M,A27HB4L3I1WJUR,"happy reader ""d/mil""",0,0,5,1320364800,Gracie gives this five stars,"When Gracie (our mini-dachshund) sees me open the treat container, she comes running.  Then when I give her one of these chews (shaped like bones)...she is off to the living room where she always gos when not sure she's supposed to have such a delicious treat.  As for us, we are happy to give her one of these, knowing it's good for her teeth, her breath and her health.  Highly recommended."
406017,B000WW6VZO,A9N9KHUHA7R9F,Jon H. Fisch,5,5,5,1267228800,Repeat customer,"I'm a repeat customer. After the success I had with the first round of fortune cookies last year, I decided to order more cookies for the night of the Opening Ceremonies of the Olympics. A representative of Greenfire and I worked together and came up with 60 different Olympics-related fortunes and I ordered three pounds of them. My staff loved them. I brought them to a meeting at the start of the day, and we spent almost as much time reading the fortunes to each other as we spent working. After the meeting, I left them out for the staff go nibble away at, and by the end of the night, all three pounds were gone. I got a kick out of hearing my staff laughing at the fortunes we came up with. Two successful rounds of fortunes, and I plan on being back for a third round."
9896,B000F47E00,AMZ6FEOEHBCFO,"Jacqueline L. Patti ""jackiepatti""",0,0,4,1334620800,I freeze them,"This is a good deal on whole vanilla beans, which I mostly use for making my own extract with Everclear.<br /><br />I stick them in the freezer to preserve, so it's worthwhile buying so many at once and getting the bulk deal on these."
548651,B001M2BM4I,A1PK56LXG2WHME,Jonathan,0,0,5,1325376000,Delicious,"I received a Keurig brewer from my wife for Christmas.  I like a nice, bold, coffee and had never tried this one but went for it based on great reviews.  This stuff is delicious and it is a perfect cup every time thanks to the Keurig brewer.  I have been happy with all Green Mountain k-cups I have tried thus far.  Highly recommend this to those that like a bold cup of coffee.  My wife doesn't like hers as strong and she went with the Green Mountain ""Nantucket Blend"" and she loves it."
162536,B002FYG300,AW3EHU0TDHQUC,Lauren M. Sweet,0,0,5,1330128000,Great beef broth substitute!,"I don't eat beef or use beef stock, so when I was craving a french onion soup recently, I used this instead. The soup turned out fantastic! I've also used this in a vegan cream of mushroom soup, where I absolutley love it too! It adds a dimension of flavor that I can't get with regular vegetable stock. I love this stuff!"
528574,B0007RAZ9W,A3V3J0WT6HUR16,Benjamin,0,0,5,1261440000,Good Mac & Cheese,"This is good macaroni and cheese.  Some other reviews called it gritty but I didn't see this happening (maybe they're not putting in quite enough milk for the powdered cheese to cover the mac).  Probably number 3 out of my top 3.  The #1 is Trader Joes Mac & Cheese, #2 is Annies, and #3 is Back to Nature."
337774,B0012UG416,AZNEKF2VU4S0T,Erica Smith,1,1,3,1331510400,Apparently you never know what your're going to get with these,"I've ordered these bully sticks twice. The first time, the bully sticks were excellent and odor free as advertised. However I just received my second order and they smell absolutely horrible. I planned to return them, but when I read Best Bully Sticks return policy I discovered that they expect you to pay to ship them back as well as what they paid to ship them to you. I think that's quite unfair if the reason for the return is due to false advertising. 5 stars for the first order, but 1 star for the second."
206677,B001CTYT6E,A137Y8DXKXIEJ,e,0,3,1,1326931200,great taste except its wayy too salty,"saltyness may be the ""norm"" for products like this, but it doesnt mean i have to like it. its probably healthier than a ""slim-jim"", but i still wont order again because it contains lots of milligrams of unhealthy salt, and it tastes extremely salty. better have a gallon of water nearby to go with it,if you want to try eating these.i hope they can try making a lower sodium version of this some day.."
377815,B002GJ9JY6,A1L02MIVQ41GBA,Lella,1,1,5,1323216000,PB2 really does taste like peanut butter,85% less fat - a bit too good to be true? Couldn't find this on the shelves in Canada.  Been searching for it since first showcased on the Dr.Oz show.  I bought about 10 jars intending to give it to family and friends (especially those who are mindful of their caloric and nutritional intake) as part of their Christmas gifts and am RELIEVED to find it tastes good!  It will be well received by my family and friends.  I have only tried it as a spread and look forward to using it in smoothies.
202200,B000VJD5LQ,A3IYF6KWD0ZEHY,Maugham,1,1,5,1301184000,Hob Nobs,"Plain Hob Nobs are hard to find, so bless you for carrying them.  Buy in bulk to spread the sting of the shipping charge and they actually become quite affordable - either way, they were worth it.  Package arrived quickly, well wrapped and with no broken biscuits!"
128093,B002NHSR44,A1JXMFQEJJL28W,"annabanana ""annabanana""",0,0,5,1301356800,Gone to Heaven! Delicious. Creamy. Mocha Chocolate.,"Magnificent. Irresistible. Superb. Splendid. Glorious. Comforting. Smooth. Wonderful. THIS IS AN EXPERIENCE. Don't miss it! Newman's Own Organics Mocha Milk Chocolate Bars are perfection wrapped in chocolate paper with an inner gold wrapper. This first time I opened a bar, I knew that I had something golden. Give yourself and those you love a treat! <a href=""http://www.amazon.com/gp/product/B002NHSR44"">Newman's Own Organics Mocha Milk Chocolate Bar, 3.25-Ounce Bars (Pack of 12)</a>"
114941,B001E5E3YO,A26J979KKFAHRG,"M. Alexander ""clean, decent  fan""",2,3,5,1193961600,crunchy natural taste,"This product has a good,natural peanut taste without added sugar.  My health conscious son likes it and requests that I get more."
350089,B000EMU2BG,AH7YOQJOUZ1II,JLF,2,3,1,1326240000,YOU HAVE TO BE KIDDING,This price is twice what one can buy this product at the store. What gives? Nobody should consider this product at these prices.
213393,B001M23WY6,A2VVASHDH74CXY,"lesnik ""Les""",0,0,5,1307145600,delicious,"I have this in both large and small cans and it goes wonderfully with beef, chicken, fish or bison. It's peeled so not chewy at all. Just make sure that you open the can upside down and rinse with water to get the salt rinsed off."
500519,B003QNLUTI,A2W629BMASU26S,Livin' For Him,0,0,5,1300492800,Amazing taste and No Crash!,"This shot works like a charm, and tastes SO good- like doing a shot of kool-aid! Also true that there really is No Crash. Feel great!"
444903,B000812K0O,A2QBCPBBW0QY15,"D. Kerick ""NewMommy2008""",0,0,5,1324166400,These rock,"These blow away just about any high protein bar I have ever had. All flavors seem to be good, but triple chocolate really takes the edge off when you want chocolate. You will not regret buying these :)"
74289,B001VJ1IE6,A2Y8XRPFCJERHX,Sin Cohen,0,0,5,1348358400,Randi Inhales This Stuff...,"My cat would leap a 10 foot canyon to get a bowl of this stuff.<br /><br />I used to feed her the wet canned food, but it made her kitty box smell twice as bad.<br /><br />I also don't particularly enjoy the sound of a siren coming from my pets mouth, which is what she'd do each morning and night for a half-can of the goods.<br /><br />Now she free eats this and loves it almost as much as her old wet food rituals. Occasionally I'll give her wet food, which she still literally inhales, but this is my definite choice second to that.<br /><br />I question the quality of the food, Fancy Feast is an image, and you pay for that. I've read similar things online, but if your cat is a picky eater and turns away other brands, i'd suggest giving this one a shot."
391707,B000GFYRJE,ACURL38BUY20A,P. Long,0,0,5,1299542400,BIGELOW Chinese Oolong,"I don't know if this is what's helping me lose weight, but I'd buy it again anyway because it tastes so good.  Really full-bodied.  I drink a cup hot each morning.  I am supposed to be using decaf tea, so I mix 2 of these tea bags with 2 Luzianne gal. size decaf bags to make iced tea.  Boy is it good!  I will definitely be ordering again if I still can't find it locally."
288999,B000MXGMCK,AK62249CLZFB0,irena,2,3,1,1307059200,Dissapointed with Ingredient List,"Includes tune oil, gelatin and vitamins. I would expect organic pea pure to include just peas, but this is not the case. Enough said. Deleting my subscription."
479314,B0007SNZBG,A3CKU2UB6I70D3,P. Black,1,1,5,1222473600,Great Meatloaf,"Meatloaf is a memory from my childhood.  It was a staple.  However, it was usually dry and nearly tasteless.  Using the recipe on the label, this makes a great meatloaf."
512564,B001EO6E06,A196Y0V7ADWELI,"Kathleen M. O'Neill ""Nashville songwriter & i...",0,0,4,1230768000,Fresh-tasting salad dressing with minimal effort,"Helpful to have around, these spices make it easy to prepare a fresh-tasting salad dressing with minimal effort."
5842,B001EQ5EJQ,A3JQXKDTMK4Z9H,Bunadoo,15,15,5,1252713600,Lovely lovely taste but be sure to shake before using,"I make an extended butter using this oil, water and liquid lecithin.  It is just the BEST tasting spread ever and much healthier because of the walnut oil.  I keep mine refrigerated to preserve that wonderful taste and aroma.  It tends to settle out so be sure to shake it before using to get the full flavor and consistency. I didn't know to do this on the  first container and when I got to the bottom it was very thick, almost sludgy, with the roasted bits.  Amazon's price is pretty fair although I can occasionally find it locally (TJ Maxx)a bit cheaper. But I must say ordering from Amazon and getting it shipped straight to me is VERY convenient.  I've never had any problems with damaged or leaking containers on this product (well maybe a small dent in the metal but that's all)."
522264,B00638DJXI,A1JZAXTKEV9KDP,Dan Arlen,1,1,4,1347062400,Seapoint Farms Energy Blend,"This stuff is really tasty and healthy which is a combination that's difficult for me to find. The dried fruit is a great mix the edamame and pumpkin seeds (I pick out the almonds). My only complaint is that it is a bit pricey. Our local Costco used to carry it at cheaper price, but now Amazon is the only place I can find it in the 34 oz. jar."
177214,B0030VJ8E0,A3DJTORHA3LTT9,"lovestotravel ""Holly""",1,1,5,1336521600,Love it!,"My one-year-old loves these!  I like the mixture of fruit and veggie, and they are so convenient.  I haven't tasted them, but my daughter eats them so fast and gets excited just when she sees it.  So I'm assuming they are delicious!"
271357,B001FA1LP2,A173I12FOY9ZM1,Sadie&amp;Ursa,1,1,5,1322438400,Wonderful Tea,"My family loves this tea.  It is hard to find on the East Coast.  I was thrilled to find it on-line and so affordable.  This is very different from the regular American Chia tea.  This one has Black Pepper in it as well as Cinnamon, Ginger, Clove, and Cardamon.  You can use hot water or stew it in a pan of milk, either way it is delicious."
74239,B00473PNGW,A2KP45DO3RY4RG,CheeryToes,0,0,5,1321920000,Low carb - YUMMMY!,"They aren't quite as low carb as some of the other Bold flavors - but they are soooooo delicious...sometimes I forget to care! All of the Bold Flavors I've tried are fantastic. I already have a terrible addiction to crunchy nuts, pecans, macadamias, almonds, brazil...come to mama! (not a huge fan of cashews) But the Bold line of of these Blue Diamond almonds are just outrageously delicious. Drink lots of water, because you'll be eating a lot of these!"
481345,B003LJB8DK,A2GWW6ISN0GNQM,"Alan Roberts ""Alan""",1,1,4,1304812800,Good dependable curry powder,Very good standard curry powder. It is one of the turmeric type curry powders. Provides good flavour woth a tomato and onion base for both meat and chicken
445661,B001UL5JWM,AX918VEXYY7OV,S. Norman,0,0,5,1302652800,Great Dry Cat Food,"This is the best, most high-quality food I have fed my cats. After researching cat food ingredients and finding out just how bad most cat foods are, I decided to try this. My cats seem to really like it and it's done wonders for them. My one cat who was overweight is slowly but surely losing weight, and both my cats also seems healthier as well as far as coat health, eyes, energy, etc. It may be pricey, but I really recommend it."
424909,B0041CIP3M,ADS9PLAM2AD9T,Rg Pettengill,12,17,1,1320192000,Disappointed,"I had high hopes for this product.  Having spent a fair bit of time in Singapore & Malaysia I have come to love the regional cuisine.  Especially Beef Redang which if you have never had it is a very tasty (muslim) dry style curry.  It is a process to make at home - lots of ingredients and slow cooking to yield a savory curry of tender beef.  When prepared correctly it is a knockout dish.  When I saw this product and the great reviews I thought it might be a good way to make a quicker version when the mood strikes.  Having said that  I cannot recommend this to anyone who has had this great dish nor anyone who would like to try it for the first time.  The kit is easy enough - stir fry beef and then add spice paste, coconut milk powder and water.  Simmer until tender and then voila beef redang.  If only - the mix gave off a faintly chemical odor which i found disturbing and off putting.  Beef Redang usually (like many dishes of the region) has a funky (good) smell from the use of fermented shrimp paste or belachan. its strong but pleasant - this in no way smelled of that.  putting aside the off smell I tried the curry and found it to be not just mild but flavorless.  Maybe this was an issue with this batch but I could no way recommend this product to anyone."
300714,B000EF3E3G,AOF3V2KJ6MEM9,"Leonard N. Persson ""ctsaltwaterfishing""",2,2,5,1274313600,Crown Prince tiny Crosspacked Brisling Sardines,"Ooooh...these are the best!  Can't find them in the local grocery stores [Crown Prince, yes, but not the little guys] and these are the best in a sandwich or just plain out of the can."
24574,B000H6J76U,A9OOMATJDYXL3,"A. Cerini ""Amazon Addicted""",0,1,1,1206316800,YUCK,"I love coffee, I love mochas, I love amaretto.<br />This product however was disgusting !!!"
207594,B004Z83LC2,A2D2A6ET9V0BWQ,ande,0,0,2,1318723200,It's Okay,Wasn't really impressed after spending nearly twenty dollars for it. Not much of a pumpkin type taste to it. More like a cinnamon taste. So to each their own.
351978,B000M0F58U,A666QET48NULX,"Anna Saunders ""RG""",0,0,5,1337212800,Very tasty tea,"When I bought this I didn't think it would be so tasty. This tea has a very flavorful, sweet, natural taste. I am a big tea drinker and always hunt for a new taste and this is definitely at the top of my list."
63291,B0024NUM7W,A2BRUDJ1MT28GQ,Trice,1,3,5,1328140800,Act II Popping Oil,Great popping oil.  The best.  I've used this for a years.  No other popcorn oil beats this. I would highly recommend.
100123,B000LQORDE,A1TJT6GXDGNN8Q,Opinunated,14,22,3,1251504000,Two Tastes - Salt and Red Pepper - yet I like it. Add an egg and it really improves. Unfortunately it is far from healthy,"Don't under estimate the appeal of salt and cayenne (red) pepper for many ""soup lovers"" and reviewers. That includes me.<br /><br />However, this is nothing more than a watery Noodle Soup with lots of Red Pepper and a tremendous amount of salt. Add an egg and it tastes much better. Chop up some scallion and it further improves.<br /><br />There is nothing terribly impressive about this soup YET I like It. This dry soup mix consists of a large packet of noodles (essentially tasteless yet ladened with 500 calories of saturated fats) and two much smaller packets. One of these small packets contains less than a tablespoon of chopped dried vegetables and the other is a ""spice"" packet consisting largely of salt, msg and red (cayenne) pepper.<br /><br />Add some water and you have 2 1/2 cups of soup.<br /><br />Impressions: Beyond the watery base (there are no thickeners), my first impression was that of salt followed ---- after a few more spoonfuls -- of the emerging heat of cayenne pepper. As is typical with cayenne pepper, the heat builds up on the palate over time. Some might call this soup ""medium hot"" but for many I'd imagine they would call it ""very hot"". However, it easy to adjust the heat level - just add less of the salt/spice packet.<br /><br />But the only real tastes here are those of salt and cayenne pepper. The noodles are essentially tasteless and the vegetable packet is so small that it can add nothing more than visual appeal. However, I'll say it again, don't under estimate the appeal of salt and cayenne pepper!<br /><br />This soup can be greatly improved by cracking an egg into the mix and stirring it in during the last minute of boiling. The egg not only adds a much needed third taste but also thickens the soup considerably. I was quite surprised how much an egg improved this soup. Make no mistake - adding an egg really changes the character of the soup.<br /><br />At the [...] I paid - with shipping - for a case of 20 -- this soup was a good value.<br /><br />I'd give this soup 3 or 4 stars with an egg but I'm a bit biased toward anything ""hot"". Maybe 3 stars with an egg is most appropriate and 1 or 2 stars is more accurate for this soup without an egg?<br /><br />HEALTH WATCH: One packet of this soup provides almost 90% of an individual's daily allowance of salt!!!!! That is a stunning amount of SALT. Plus this soup has 40% of the daily allowance of SATURATED fats (thanks to the palm oil used to fry the noodles). With almost 500 calories, you'll be adding a few inches to your waist line if you eat it regularly. It is shame the company choose palm oil to fry its noodles in (presumably to save a few cents) and added so much salt. It makes this soup needlessly unhealthy. It is, in fact, a poster child for all that is wrong with processed foods. I have to add the ingredient list is truly frightening with a long list of chemicals - far more than is typical - even in processed foods. This is probably not a soup anyone should serve more than once a month. View this soup as equivalent to a bag of potato chips, no more or less healthy.<br /><br />Another HEADS UP - some of the reviews on Amazon strike me as a bit suspect: There are a number of 5 star reviews generated by One Time ONLY Amazon reviewers. Once these ""reviewers"" have promoted this company's product - they never publish another review. I've seen this same pattern, time after time, for all the other soups made by this particular company.<br /><br />Finally, everyone should keep in mind how hard it is to believe that any dried soup with a tiny ""flavor packet"" could ever rate 4 or 5 stars among people that have a serious love of soup. Consider too, the simple fact that very few of the soup's ingredients are even readily identifiable as a ""food"".<br /><br />My thanks to the previous reviewers who suggested adding an egg. It made a world of difference<br /><br />THIS SAME SOUP IS SOLD in CASE LOTS OF: 20 PACKAGES, 30 PACKAGES or 40 PACKAGES. ALL OF WHICH ARE LISTED SEPARATELY ON AMAZON. The prices differ on a package by package basis too. Generally the 30 pack, which ships for free, is the better value."
289856,B000AYFCF4,AJZ4YEAAPCGIY,"CoolBodBoy ""coolbodboy""",1,1,5,1317513600,Excellent Taste!,The cookies have an excellent taste and texture. I took them to a friend's house and they had no idea the were sugar free until I told them. I snack on them at work and willl be trying other varieties by Murray.
443217,B000FW3RSU,A3I9MSJJNIT3WG,r,5,10,2,1283558400,Migraine Food!,"Sure they're tasty, but they trigger a migraine in MSG sensitive people.<br />Also, they contain corn, which also contributes to their tastiness I'm sure,<br />but seems silly for a ""Rice"" chip, which is what I thought I was buying to avoid corn."
74551,B007OXJJE4,A218FYX8D9GAH,"William Culpepper ""wdc""",2,8,5,1291593600,Great Flavor,"This flavor was not easy to find, and is more expensive than most flavors, but it was nice to see that it was carried on Amazon."
25133,B0081XIA1E,A14YN21RCE9O3L,Auburn Sky,2,2,5,1318982400,Think of this not as a puzzle or toy but more of an interactive feeder,"I would definitely agree with others that this is not a very challenging puzzle toy.  So why do I give it 5 stars?  Well, challenging or not, this toy keeps my dog engaged and happy while eating!<br /><br />When my husband and I adopted our little dachshund/miniature schnauzer mix, he wasn't eating very much.  The vet told us that once he acclimated to his new owners and surroundings, his appetite would pick up.  Well, it didn't.  After two months, he still would not eat very much out of his bowl.  He would take 3-4 bites and would walk away from all his food.  My husband and I had to force our dog to eat or hand feed him - neither of which we liked.<br /><br />I read up on dachshunds and found out that they are hunting dogs.  I thought that maybe if we made getting his meal a bit more of a hunt or challenge that he would like it more - and sure enough, I was right!  Ever since we bought this star toy, he eats ALL his food with no problems!  It is such a relief not to have force or hand feed our dog and to not worry if our dog is getting enough food.  The fact that he enjoys it and likes it so much is just the icing on the cake and makes us so happy!  So, for our dog, it's more of an interactive feeder than a toy or brain game but we feel that it was well worth the money paid!<br /><br />We've had it about a month now and our dog eats out of it 1-2 times a day and it's holding up just fine.  He is a big chewer and he's tried to chew this a few times but so far, has not done any damage.  We have high hopes that this will last for a while!"
286391,B001EO5YDO,A1BAE6217W78NS,Morrigan Cider,1,5,1,1294790400,High Fructose Corn Syrup,"When you go out picking blueberries in the fall, do you carry a jar of Karo syrup with you to dump on the fruit before you eat them?  I know I don't, so I wouldn't want to buy them with high fructose corn syrup added either.  Pass on these and get something without sugar added to it."
211758,B007OWNJRS,A3SP72R90T2QVA,Allie Brandon,0,0,1,1347148800,Horrible,"These chips did not taste like lobster at all, after one chip I drank a whole bottle of water and the strong horrble flavor made my bottle taste like these chips.  I would not recommend.  What a waste of money."
233122,B000GAPPAY,AZMCUPN34Z5O1,Patty Kakes,2,2,5,1196812800,Crabolicious!,"This is the most flaverful and easy to do prepackaged soup I've ever made. all you add is water and crabmeat, and it tastes totally gourmet!"
255114,B000HY4RL2,A38M3KTT7A37YW,Florenski,0,0,3,1316390400,Good price,"This product was received and the crackers are crispy. However, they are not tasty. Great product for those who do not like sweet stuffs but just things for nibble. Good price for a big pack!"
206706,B004BY9CEQ,A290XYC4V2U1S3,msg825,0,0,5,1325116800,This is so so good,I had to get on the subscribe and save program because this is one of my favorite hot chocolates. The spices are just right great for those cool mornings or evenings. I use 4 heaping spoonfuls in my mug and it seems to be just the right amount.
405861,B003OB0I8G,A2Z3EDGYBA75F5,Jeanne R. Michon,0,0,5,1323129600,Santa Fe Somersaults,"These little crunchy treats really pack a spicy kick.  Subtle at first,then the heat kicks in.The nuttiness of the sunflower seeds tempers the spiciness and makes these crackers a must have for my family and out active lives."
201468,B005T5YO2G,A3APVUGVRJ7UOT,Kate,0,0,5,1349740800,Love a reasonable price on a bulk purchase!,I love to make homemade seeded rye bread.  The grocery store store sells only small bottles...enough for about two loaves and they are quite pricey.  I was very excited to find a source for buying these in bulk at a reasonable price.  We could tell not difference in the quality compared to the seeds we purchased locally.  Thank you!
416293,B000MOGV0C,A3EXYA9O9APZQ7,Don S. Satow,2,3,1,1293753600,Doesn't taste like a pancake.,"I used to be a cook in college making eggs and pancakes for breakfast in the college dining hall.  It wasn't actually gourmet but it at least was a pancake.  I followed the directions to the letter on the box which wasn't too difficult but, like the others low rating reviews, it came out like a watery flat omelet.  It had a strong taste of eggs, it didn't rise very well.  I chucked the rest of the box out.  You might get a better result if you cut the mix with a little regular flour or add more mix than recommended on the package, but I don't think its worth the effort.  Better to just eat a normal pancake with sugar free syrup than this stuff."
15539,B000255OIG,A28UDMHG53LMJ1,MikeC,0,0,4,1222214400,Sammy loves these!,"My pitbull, Sammy, loves these treats! they are useful for training as well as do not make her breath smell overly bad."
103726,B000Q6XR0S,A3VDQD94VOMAXA,Ruth M. Neidlinger,2,3,5,1251849600,Great taste!,"We love these animal crackers.  The texture is nice and crunchy, and the flavor is awesome.  My husband loves them so much that he doesn't even mind taking a ""kid snack"" to work.:-)<br />I've also found that if we get a box that's been damaged and broken up - the crumbs make an awesome pie crust!"
483476,B0006Z7NOK,A1VJX175KKJPCY,lachy,6,9,1,1344816000,Not like it used to be!,An organic product in a plastic bottle and be aware that the ingredient list now shows water so the product is diluted!
301407,B002FJCXX6,A2QRXQPHDMFCQV,"SanjeevP ""Bottom Line""",0,0,4,1268092800,"Delectable, Filling Cookies With Low Calories Make a Healthy Snack","These are are crunchy, delectable cookies that come in a variety of flavors, of which, I find The Original & Gingerspice tastier than others - 5 stars. What I find very puzzling is that Amazon has different flavors under Amazon Prime at different times: last week it was The Original and now it is <a href=""http://www.amazon.com/gp/product/B001IZM7H0"">Almondina Almond Cookies, Choconut, 4-Ounce Package (Pack of 6)</a> and <a href=""http://www.amazon.com/gp/product/B002FJCXX6"">Almondina Almonduo with Pistachio Biscuits, 4-Ounce Packages (Pack of 6)</a>. Almondina also makes an assorted 8 cookie flavor giftbox but for some reason Amazon does not carry it, as of March 2010. If your favorite flavor is not under Amazon Prime, keep checking, next week it may be!<br /><br />Each cookie has 35 calories and the package lists the serving size as 4 cookies. For me, usually 2 cookies are filling enough and satisfy my hunger. Cookies have roasted almonds, pitachios and resins. Each cookie has 5.5 gm carbohydrate approximately half of which is sugar, but the company claims it to be ""All Natural"". I guess they consider sugar to be natural!<br /><br /><a href=""http://www.amazon.com/gp/product/B0001FFK40"">Biscoff Family Pack</a> are also delicious cookies, with 25 calorie per cookie and roughly the same amount of carbohydrates and sugar per cookie as Almondina, but they are't as filling and you end up consuming more calories. May be it is not possible to make delicious cookies with any less sugar. To give you perspective and comparison, Oreo Cookies have double the sugar and carbohydrate and each serving has 160 calories; and they are not filling so you end up consuming a lot more than one serving at a time. I have't found any other delicious cookies with as low carbohydrate content as Almondina. For me, they make a very healthy snack that satiates my hunger and craving for food."
525229,B000G68IES,A2W01YENXX04P,Cherril Crandahl,2,2,5,1292457600,Dusseldorf Mustard,"This mustard is AWESOME!!!!!!!!! The only thing I wish you could sell it in big containers. The mug is great for at home, but I would like to use this mustard for other occasions where I would need to purchase it in a gallon container.( I hope it becomes available).<br />I have tried alot of brands of Dusseldorf Mustard and this is by far the BEST yet!!!!!"
367079,B000EDK7WO,A2QH2KF2IAB143,"J. A. Meyers ""Jan""",0,0,5,1257379200,Raw Revolution Raspberry and Chocolate,"You can really taste the Raspberry.  This is my favorite of the Raw Revolution Bars.  However I like all three I have tried.  I take one to work every day, it is the perfect work/anytime/convenient snack or occasionally meal replacement bar.  I feel deprived without my daily bar.  It helps to keep the cravings for sweets away!!  Love IT!!"
420953,B003CK0VVI,A35TESZXRCUBCC,mroberts,0,0,4,1334448000,Stash Superfruits Tea Sampler,Like the flavors of all except the Yumberry Blackcurrant. I agree with the other reviewer regarding the need for a flavor list on the product listing. Also like that these are single serve wrapped in foil.
496246,B008JKU2CO,A3UK4KFUONU87,Greg Roark,0,1,5,1275609600,webb,"has to be one of the best bars around.  how long has KIND been around?  i just recently discovered KIND and it is second only to PROBAR (arts orig.).  i am hooked on KIND prob.for life, however, it is a bit pricey, maybe someone can be so ""kind"" and send me a coupon or two every now and then via e-mail.  thx."
163501,B001UJIFRU,A1V47LLN3XACX0,Mellisacat,1,1,3,1294444800,Liked the pure Coconut water better.,I've always enjoyed drinking the pure Coconut water. Tried this blend when it's on sale. It's okay. But I liked the pure one better.
120050,B000RNPDU2,A7CCXET106Q31,S. Mosher,0,0,4,1315180800,Huge Fan,"Love this sauce.  I came across it at a gas station convenience store of all places, in NC, and am usually able to find it anywhere in the South.  I live in Japan now and as soon as Amazon carried it, I ordered some.  Great sweet and tart taste.  I would love to know how to replicate it, until I do...I will keep ordering.  Only gave it four stars though b/c the GLASS bottle actually came shipped to me in a padded envelope.  Needless to say the cap was cracked and a little sauce leeked.  A little disappointed with that.  I wouldn't mail a glass bottle in an envelope across the street, let alone to Japan.  The product, though, is 5 five stars!"
444654,B001LQNHZW,A388IGNIWQJ27A,natalie,7,7,3,1293494400,Misleading,"This was my first time purchasing Manuka honey after discovering its benefits.<br />I bought it to use it as a mask and I put it on my face before I shower. I haven't really noticed any dramatic difference but my skin does feel smooth when I wash off the honey.<br />And it tastes really great.<br /><br />However, I was very disappointed when I read what it said on the package. Its 50% manuka honey and 50% rewarewa honey. Now I don't know what rewarewa honey is but if the title is going to say 100% pure, shouldn't it be 100% manuka honey? I am not an expert but i think it should say that somewhere in the description.<br /><br />Overall, I would not buy this again."
53406,B004BRYVJY,A1M5VXVTC42MCR,Mia,0,0,5,1334534400,Addicting,"I am in love with the cheddar cheese fries.  They remind me of a long forgotten snack food of the 1980's, a spicy crunchy bag of fries, only without the spicy.  As other reviewers have said, ""YUMMY!"""
129433,B001FA1EHC,A36WA7L88C2NW1,"Candace Drimmer ""a.k.a. Candi Boggs""",0,3,1,1297728000,Not so impressive,"As a lover of 70% dark chocolate, who is happy with grocery store Lindt--I hoped, but alas--once again, just say no to Hershey's. This is just a step up from the ubiquitous normal silver covered kisses--and not much of a step up."
110709,B00438XVGU,A1EAI6VPPNWDHP,Chris Evans,1,1,3,1347408000,Not bad when I split the package into 2 portions,"I decided to give Starbucks a try as I've been looking for a good instant decaf coffee. I poured the first pouch in its entirety into my cup and thought I was drinking tar. For the next one I only used half a pouch and got a much more mellow and enjoyable cup. Clearly, my palette is not well suited to overly strong coffee. I suppose I would buy this again, but not before shopping around and trying a different decaf."
222660,B003VZBGIG,A1DD4B97M4DUC5,migit,0,0,5,1297123200,Awesome,I haven't found these in stores for years and was very happy to see it on amazon. Just as tasty as I remembered.<br /><br />I also recommend trying Almond Milk with this cereal. It goes really well with it.
438278,B001E5116C,AV7TQQAEIHB2I,Gandalf Stormcrow,1,1,4,1302480000,Just what my baby needs,This product is so hard to find in brick and mortar retailers. It's constantly out of stock. I only by baby care (day to day) things from diapers.com or amazon.com. Amazon.com is rarely out of stock of this product.
